"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155"
"92",0,0,0,0,0,0,0,0,2,3,5,3,14,3,3,20,1,4,2,3,6,4,1,5,0,5,3,0,8,1,9,0,4,-1,12,-5,12,13,7,10,6,12,27,16,10,17,18,-2,29,10,15,18,11,34,17,10,8,15,8,0,1,1,10,1,2,4,0,0,5,2,2,2,1,3,4,1,0,2,1,4,7,5,6,11,1,4,9,6,2,2,9,7,1,6,161,3,7,0,3,9,7,12,4,10,2,38,18,28,23,3,6,15,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,12,0,1,0,0,0,2,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,3,6,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,1,4,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,2,2,3,4,1,8,2,7,0,7,4,4,7,6,-6,11,7,3,2,2,9,4,6,2,3,2,1,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,6,4,5,7,8,6,3,3,2,7,4,31,2,2,4,0,6,6,4,7,13,0,5,3,4,6,2,6,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",0,0,0,0,0,0,0,1,1,11,29,40,55,40,89,70,50,55,23,34,50,16,16,19,7,26,15,16,33,7,29,9,15,13,31,12,27,33,-4,15,9,17,37,29,77,66,79,-22,82,51,50,37,39,77,78,45,28,49,38,9,9,16,23,12,13,24,-1,3,17,9,11,7,6,1,4,4,8,5,10,8,13,9,14,13,13,12,28,15,21,17,13,15,20,20,340,13,17,12,17,14,25,41,29,37,1,81,64,44,59,29,45,60,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,2,1,6,-5,7,3,0,2,2,3,1,1,0,3,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,1,1,0,0,0,0,2,0,0,35,0,1,0,0,1,1,3,1,0,0,5,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,0,1
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100",0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,7,2,6,0,4,1,5,5,8,-3,7,6,2,2,1,0,3,0,2,1,2,2,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,2,2,1,5,7,3,1,0,2,1,3,3,12,0,0,0,0,1,1,2,3,1,0,3,4,0,5,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1
"101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,0,0,8,0,0,2,0,0,0,1,0,2,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,2,0,3,3,2,2,4,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,1,3,3,3,1,1,1,1,3,3,3,0,2,2,0,3,31,1,0,1,1,2,0,0,2,0,0,2,1,1,5,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,1
"104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,1,2,2,2,0,2,1,3,1,3,0,1,3,1,1,3,1,2,1,1,1,1,0,0,1,1,0,3,0,2,0,0,1,0,0,0,0,2,0,4,1,1,2,2,3,0,0,6,7,3,3,2,1,0,0,2,0,10,2,1,1,0,0,0,0,1,1,0,4,2,0,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,1,2,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
"106",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,8,0,6,3,5,2,-5,0,2,1,1,2,0,3,5,2,-2,5,5,3,8,0,5,4,5,6,2,1,0,0,0,1,0,0,1,0,-1,2,2,1,0,0,2,3,2,2,0,0,7,5,3,8,3,6,4,1,1,2,5,0,0,2,0,17,0,2,1,0,2,3,2,4,3,0,7,6,2,8,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,1,0,0,1,0,1,1
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,1,2,1,1,2,0,5,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,1,1,2,2,1,3,0,2,0,0,0,1,0,20,0,2,1,3,2,2,1,2,3,0,1,6,1,2,4,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,1
"108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,2,5,0,1,-1,6,5,6,1,1,1,1,5,1,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,2,2,2,4,3,1,0,0,0,1,0,2,11,4,0,0,2,2,1,1,2,3,0,2,4,0,2,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,0,0,0,1,0,3,3,-1,1,0,2,1,0,1,0,4,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,2,1,1,0,0,1,0,0,0,1,2,1,4,1,2,1,2,1,1,2,3,0,21,2,2,0,0,0,0,4,6,4,1,3,1,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,3,0,1,1
"110",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,-1,7,2,0,2,0,0,5,5,3,-1,5,2,0,0,0,1,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,2,4,2,0,1,1,1,2,24,1,2,1,2,0,2,4,5,5,1,0,5,4,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0
"111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,-2,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,16,0,1,0,2,0,0,0,0,5,0,1,1,0,2,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
"112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,7,4,6,0,1,0,4,5,5,-3,4,5,1,0,1,0,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,0,6,1,5,6,3,1,0,1,3,0,0,1,3,0,3,1,20,2,0,0,1,0,3,1,4,2,2,2,2,2,3,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,1,0,0,2
"113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,1,4,4,-4,5,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,4,2,1,0,1,0,2,0,0,1,2,2,3,0,9,0,1,2,0,0,1,1,1,2,0,1,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0
"115",0,0,0,0,0,0,0,0,1,3,11,6,33,5,29,12,7,16,7,6,12,3,3,4,2,-4,2,5,17,1,6,8,1,1,18,-2,4,15,-11,4,5,0,5,0,8,8,10,-10,12,21,9,13,4,17,12,12,17,21,9,5,4,5,11,4,2,6,1,2,4,7,5,9,5,1,4,5,1,1,1,3,3,2,3,7,2,4,12,5,4,1,3,4,7,1,62,8,3,2,5,2,2,6,7,21,12,17,20,7,16,7,13,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
